macauhoi,topic,kynang,mucdo,noidung,A,B,C,D,dapandung,giaithich
5410cf32-7a30-4fa1-bfcc-47c17e80773d,7,VOCAB,2,Different kinds of animals have appeared and disappeared _________ Earth's history.,during,throughout,within,through,B,Tạm dịch: Các loại động vật khác nhau đã xuất hiện và biến mất trong suốt lịch sử của Trái Đất.
735e5f8d-c4b4-40c9-a21e-e8c3ae9ab753,7,VOCAB,2,Dinosaurs have been _________ for millions of years.,endangered,extinct,threatened,disappeared,B,A. endangered /ɪn'deɪndʒəd/ (a): bị nguy hiểm | B. extinct /ɪk'stɪŋkt/ (a): tuyệt chủng | C. threatened /'θretənd/ (a): bị đe dọa | D. disappeared /ˌdɪsə'pɪəd/ (a): bị biến mất. Tạm dịch: Các loài khủng long đã bị tuyệt chủng từ hàng triệu năm trước.
20949198-91c7-4340-8d17-1e158221b298,18,GRAMMAR,2,"Discussions about Artificial Intelligence (AI) have _____ into the public eye over the past year, with several luminaries speaking publicly about the threat of AI to the future of humanity.",jumped,come,leaped,rushed,A,"A. jump /dʒʌmp/ (v): nhảy | B. come /kʌm/ (v): đi đến | C. leap/li:p/ (v): nhảy qua, lao vào | D. rush/rʌʃ/ (v): vội vàng, xông lên. Cấu trúc: jump into something: đột nhiên nhảy vào/xía vào cái gì, quyết định làm gì mà không suy nghĩ kĩ. Tạm dịch: Các cuộc thảo luận về Trí tuệ nhân tạo (AI) đã được công khai rộng rãi trong năm qua, thông qua tuyên bố của một số danh nhân về mối đe dọa của AI đối với tương lai nhân loại."
200f5d38-54cd-490c-9267-dabf24ac3faa,10,VOCAB,2,"Doctor said that if he practiced ___________ every day, he could keep his mind stress-free.",immune system,meditation,acupuncture,a diet,B,"A. immune system: hệ miễn dịch | B. meditation /ˌmedɪˈteɪʃən/ (n): thiền định | C. acupuncture /ˈækjupʌŋktʃər/ (n): thuật châm cứu | D. diet /ˈdaɪət/ (n): chế độ ăn. Tạm dịch: Bác sĩ nói rằng nếu anh ấy luyện tập ngồi thiền mỗi ngày, anh ấy sẽ tránh được căng thẳng."
6397dbba-0abb-4769-9dc6-2f3ee189e349,26,GRAMMAR,2,"Doing physical activities on a regular basis can lower our risk of _____ illnesses such as heart disease, cancer and diabetes.",recovering,refuting,diagnosing,contracting,D,"A. recovering /rɪˈkʌvərɪŋ / (v-ing): phục hồi | B. refuting /rɪˈfjuːtɪŋ/ (v-ing): bác bỏ | C. diagnosing /ˈdaɪəɡnəʊzɪŋ/ (v-ing): chẩn đoán | D. contracting /kənˈtræktɪŋ/ (v-ing): mắc phải (bệnh). Tạm dịch: Tập thể dục đều đặn có thể làm giảm nguy cơ mắc phải những căn bệnh như bệnh tim, ung thư và bệnh tiểu đường."
56699488-9599-4cbe-93ad-ebf1da30152f,13,GRAMMAR,2,Do not hesitate to accept ___________ because you can’t give it in turn.,hospitable,hospitality,hospital,hospitably,B,A. hospitable (a): hiếu khách | B. hospitality (n): lòng hiếu khách | C. hospital (n): bệnh viện | D. hospitably (adv): hiếu khách. Tạm dịch: Đừng ngần ngại chấp nhận lòng hiếu khách vì bạn không thể trả lại nó.
5dfab565-3772-43d9-83ec-1cd031783ce5,15,VOCAB,2,Do you think computer games is just for kids? Then you should think again. You might be ___________ to learn that the game industry now makes more money than Hollywood.,concerned,admired,startled,surprised,D,A. concerned (a): để tâm | B. admired (a): ngưỡng mộ | C. startled (a): giật mình | D. surprised /sə'praɪzd/ (a): ngạc nhiên. Tạm dịch: Bạn có lẽ sẽ ngạc nhiên khi biết rằng ngành công nghiệp trò chơi hiện tại hái ra tiền hơn cả Hollywood.
af4935ae-7603-43d8-9315-36eafd4f9502,23,VOCAB,2,Do you think young people have difficulties in talking with elderly people mainly because of the generation _____ ?,fracture,crack,gap,hole,C,A. fracture /ˈfræktʃər/ (n): sự gãy | B. crack /kræk/ (n): vết nứt | C. gap /gæp/ (n): khoảng cách | D. hole /həʊl/ (n): cái hố. Tạm dịch: Bạn có nghĩ rằng những người trẻ gặp khó khăn trong việc giao tiếp với người lớn tuổi chủ yếu là bởi khoảng cách thế hệ?
480fbbb1-f066-4a94-aabe-efc771806fcd,24,GRAMMAR,2,Drastic measures should be taken to tackle the problems _____ child abuse.,involved,to involve,involving,are involving,C,Kiến thức về giản lược mệnh đề quan hệ ở thể chủ động ta dùng V_ing. Tạm dịch: Các biện pháp quyết liệt nên được thực hiện để giải quyết các vấn đề liên quan đến lạm dụng trẻ em.
9c06c824-060a-4a70-b88b-c24a62aab834,18,GRAMMAR,2,"Due to advances in computer vision, artificial intelligence and cloud _____, robots are now capable of performing advanced tasks and operating in challenging environments.",computation,computing,computer,computerize,B,"A. computation /ˌkɒmpjuˈteɪʃn/ (n): sự tính toán, ước tính | B. computing /kəmˈpjuːtɪŋ/ (n): tin học, sự sử dụng máy tính | C. computer /kəmˈpjuːtər/ (n): máy tính | D. computerize /kəmˈpjuːtəraɪz/ (v): lưu trữ thông tin trong máy tính. Cấu trúc: cloud computing: điện toán đám mây. Tạm dịch: Nhờ những tiến bộ trong trí tuệ nhân tạo và điện toán đám mây, robot hiện có khả năng thực hiên các nhiệm vụ tiên tiến và hoat động trong môi trường có tính thách thức."
5316d292-c296-4b19-bba9-f9126e7a0c53,13,GRAMMAR,2,"Due to financial conflict over years, they decided to get ___________.",divorced,engaged,married,proposed,A,"A. divorced /dɪ'vɔ:st/ (v): ly hôn | B. engaged (v): đính hôn | C. married (v): kết hôn. Cấu trúc: Get divorced: ly hôn. Tạm dịch: Do mâu thuẫn tài chính trong nhiều năm, họ đã quyết định ly hôn."
de8bad37-e74b-4faf-bb26-16015e52decf,5,GRAMMAR,2,"Dumping ___________ such as detergents, pesticides and other chemicals in lakes, rivers and seas contaminates our water source.",pollution,pollutants,polluted,pollute,B,"A. pollution /pəˈluːʃn/ (n): sự ô nhiễm | B. pollutant /pəˈluːtənt/ (n): chất gây ô nhiễm | C. polluted (a): bị ô nhiễm. Tạm dịch: Các chất gây ô nhiễm như chất tẩy rửa, thuốc trừ sâu và các hóa chất khác bị thải vào sông hồ làm ô nhiễm nguồn nước."
7ff037c6-7bd8-41a4-b743-0e255c207dcd,9,GRAMMAR,2,"During summer holidays, university students are willing to take part in providing education for children in remote and ___________ areas.",mountain,mountainous,mountaineer,mountaineering,B,"B. mountainous /ˈmaʊntənəs/ (a): có nhiều núi, rộng lớn. Căn cứ vào danh từ 'areas' cần một tính từ đứng trước. Tạm dịch: Sinh viên sẵn lòng dạy học cho trẻ em vùng sâu vùng xa."
a35ca20c-666a-494e-8e15-9ea3029cfce2,5,GRAMMAR,2,During the last hundred years we have done great ___________ to the environment.,injury,pollution,damage,destruction,C,"Cấu trúc: do damage to st: gây thiệt hại cho cái gì. Tạm dịch: Trong suốt hàng trăm năm trở lại đây, chúng ta vẫn đang gây ra rất nhiều thiệt hại đến môi trường."
29fb2de2-c47a-4310-8539-cf18cdd4cb07,28,VOCAB,2,"During the peak season, prices often rise _____ at most tourist attractions.",virtually,desperately,dramatically,regularly,C,"A. virtually /ˈvɜːtʃuəli/ (adv): hầu như, gần như | B. desperately /ˈdespərətli/ (adv): liều lĩnh, liều mạng | C. dramatically /drəˈmætɪkli/ (adv): đột ngột | D. regularly /ˈreɡjələli/ (adv): đều đặn, thường xuyên. Tạm dịch: Trong mùa cao điểm, giá thường tăng đột ngột ở hầu hết các điểm du lịch."
85fb9607-f920-4a6a-a017-d961002ec353,25,GRAMMAR,2,"Each form of mass media has had an important impact on society, for example, books have helped people to educate themselves while newspapers have _____ daily events.",reported,repeated,recorded,retold,C,"A. reported /rɪˈpɔːtɪd/ (v-ed): báo cáo | B. repeated /rɪˈpiːtɪd/ (v-ed): lặp lại | C. recorded /rɪˈkɔːdɪd/ (v-ed): ghi lại | D. retold /ˌriːˈtəʊld/ (v-ed): kể lại. Tạm dịch: Mỗi một phương tiện truyền thông đại chúng đều có tầm ảnh hưởng quan trọng lên xã hội, ví dụ như sách giúp tự giáo dục con người trong khi báo chí ghi lại những sự kiện hằng ngày."
d4cd0e75-d38b-4c9d-9b44-bee1dedd0acd,23,VOCAB,2,"Eager to be able to communicate _____ with her idols in Korea, she hired a tutor to help polish her language skills.",understandably,expressively,ambiguously,articulately,D,"A. understandably /ˌʌndəˈstændəbli/ (adv): một cách hiểu được | B. expressively /ɪkˈspresɪvli/ (adv): truyền cảm | C. ambiguously /æmˈbɪɡjuəsli/ (adv): mơ hồ | D. articulately /ɑːˈtɪkjələtli/ (adv): rõ ràng, rành mạch. Tạm dịch: Mong có thể nói chuyện một cách trôi chảy với thần tượng ở Hàn Quốc, cô ấy đã thuê một giáo viên giúp cô ấy thành thạo kĩ năng ngôn ngữ."
0406f35a-a82c-4946-a072-8a38300f8a7c,10,VOCAB,2,"Eating more fresh fruits and vegetables, cooking meals at home, and reducing your ___________ of sugar and refined carbohydrates, on the other hand, may help to improve mood and lower your risk for mental health problems.",indent,induce,intake,inhale,C,"A. indent /ɪnˈdent/ (v): làm lõm xuống | B. induce /ɪnˈdjuːs/ (v): xui khiến, thuyết phục | C. intake /ˈɪnteɪk/ (n): sự lấy vào | D. inhale /ɪnˈheɪl/ (v): hít vào. Tạm dịch: Mặt khác, ăn nhiều trái cây và rau củ sạch, nấu ăn ở nhà, giảm hấp thụ đường cũng như cacbonhidrat tinh có thể giúp cải thiện tâm trạng và làm giảm những nguy cơ mắc các bệnh về thần kinh."
f17dd17e-d783-4d20-ac61-253651fde504,15,VOCAB,2,Eating out is the national ___________ in France.,pastime,interest,hobby,game,A,"A. pastime /'pɑ:staɪm/ (n): thời gian rảnh, trò tiêu khiển | B. interest (n): sở thích | C. hobby (n): sở thích | D. game (n): trò chơi. Tạm dịch: Ăn hàng là hoạt động thường ngày ở Pháp."
dfde46ad-f5a2-4d40-9a22-3e6e7983df22,25,VOCAB,2,Educating people about their rights and responsibilities is another _____ of mass media.,mission,work,task,function,D,A. mission /ˈmɪʃn/ (n): sứ mệnh | B. work /wɜːk/ (n): công việc | C. task /ta:sk/ (n): nhiệm vụ | D. function /ˈfʌŋkʃn/ (n): chức năng. Tạm dịch: Giáo dục con người về quyền và trách nhiệm của họ là một chức năng khác của phương tiện truyền thông đại chúng.
0c91642e-2533-4b6c-a2f1-7ec0aacc244e,2,VOCAB,2,Education in England puts ___________ force for children from 9 to 16 years old.,into,on,off,through,A,Cụm từ cố định: put into force : bắt buộc. Tạm dịch: Giáo dục là bắt buộc đối với trẻ từ 9 đến 16 tuổi.
f15fe29c-8779-4321-a151-09358e2e2d14,17,VOCAB,2,Education to raise awareness of gender equality should be received more consideration so that men are encouraged to understand and share their wives' _____.,burdens,responsibilities,roles,status,A,A. burdens /'bɜːdənz/ (n): gánh nặng | B. responsibilities /rɪspɒnsɪ'bɪləti/ (n): trách nhiệm | C. roles /rəʊlz/ (n): vai trò | D. status /'steɪtəs/ (n): địa vị. Tạm dịch: Giáo dục nhằm nâng cao nhận thức về bình đẳng giới nên nhận được nhiều sự quan tâm hơn để mà đàn ông có thể hiểu được những gánh nặng của vợ mình.
81455077-4108-4664-9163-d6ef3ee4ec67,9,GRAMMAR,2,Elderly housebound patients are often those most in ___________ of pharmacy services.,case,need,time,trouble,B,B. need /niːd/ (n): nhu cầu. Cấu trúc: In need of st: cần cái gì. Tạm dịch: Bệnh nhân cao tuổi tại nhà thường là những người cần dịch vụ thuốc men nhất.
f8b19136-e28b-4102-b3d6-e881d475fb23,7,GRAMMAR,2,Endangered species not only need species measures but also extra protection in order to _________.,survival,survive,surviving,survived,B,A. survival /sə'vaɪvəl/ (v): sự tồn tại | B. survive /sə'vaɪv/ (v): tồn tại | C. surviving (V-ing) | D. survived (V-ed). Cấu trúc: in order to V-infi: để làm gì. Tạm dịch: Các loài có nguy cơ tuyệt chủng không chỉ cần những biện pháp pháp lý mà còn cần thêm sự bảo vệ để tồn tại.
cc25deaa-d15b-4741-b225-83f1bcc86700,6,VOCAB,2,___________ energy sources include water and wind power.,Friendly environmental,Environmentally friendly,Friendly environment,Environmental friendly,B,Quy tắc: đứng trước tính từ là trạng từ nên ta có cụm: environmentally friendly: thân thiện với môi trường. Tạm dịch: Những nguồn năng lượng thân thiện với môi trường gồm có nước và năng lượng gió.
bb226baf-97e2-4181-8e88-5e07a2d5ed4a,6,GRAMMAR,2,"___________ energy uses natural sources of energy such as the sun, wind, or water for power and fuel, rather than oil, coal, or nuclear power.",Alternative,Solar,Hydropower,Electricity,A,"A. alternative /ɔːlˈtɜːnətɪv/(a): thay thế | B. solar /ˈsəʊlər/(a): thuộc mặt trời | C. hydropower /ˈhaɪdrəʊpaʊər/(n): thủy điện | D. electricity /ɪˌlekˈtrɪsəti/(n): điện. Trước danh từ 'energy' cần một tính từ. Tạm dịch: Năng lượng thay thế sử dụng nguồn tài nguyên thiên nhiên như mặt trời, gió hoặc nước làm năng lượng và nhiên liệu thay vì dầu, than đá và năng lượng hạt nhân."
c873a64d-69f0-4420-8507-12ac67718f71,9,GRAMMAR,2,English teaching is considered a good example of a volunteer job which often turns ___________ a career.,off,up,on,into,D,"Cấu trúc: Turn into: biến thành. Tạm dịch: Dạy tiếng Anh được xem là một ví dụ điển hình của công việc tình nguyện, việc này thường biến thành một nghề nghiệp."
b01a6403-2cfd-4df0-9b58-4f189041aa87,8,GRAMMAR,2,"Environmental groups are putting ___________ on governments to take actions to reduce the amount of carbon dioxide which is given off by factories and power plants, thus attacking the problems at its source.",force,pressure,persuasion,encouragement,B,A. force /fɔːs/ (v): bắt buộc | B. pressure /ˈpreʃə(r)/ (n): áp lực | C. persuasion /pəˈsweɪʒn/ (n): sự thuyết phục | D. encouragement /ɪnˈkʌrɪdʒmənt/ (n): sự khuyến khích. Cấu trúc: Put pressure on: gây áp lực cho | Take action: hành động.
5e56b3b1-58dc-457f-b135-9b7c138affcc,4,VOCAB,2,"Environmental groups are putting pressure on governments to take action to reduce the amount of carbon dioxide which is given ___________ by factories and power plants, thus attacking the problem at its source.",out,off,away,in,B,"A. give out (v): chia, phân phối, cạn kiệt | B. give off (v): thải ra, tỏa ra | C. give away (v): tiết lộ | D. give in (v): nhân nhượng. Tạm dịch: Nhóm môi trường đang đặt áp lực lên chính phủ phải hành động để giảm lượng khí CO2 được thải ra bởi các nhà máy và nhà máy điện, do đó có thể giải quyết tận gốc của vấn đề."
